User_ID,Policy_Cancelled_Post_Purchase,Policy_Start_Year,Policy_Start_Week,Policy_Start_Day,Grace_Period_Extensions,Previous_Policy_Duration_Months,Adult_Dependents,Child_Dependents,Infant_Dependents,Region_Code,Existing_Policyholder,Previous_Claims_Filed,Years_Without_Claims,Policy_Amendments_Count,Broker_ID,Employer_ID,Underwriting_Processing_Days,Vehicles_on_Policy,Custom_Riders_Requested,Broker_Agency_Type,Deductible_Tier,Acquisition_Channel,Payment_Schedule,Employment_Status,Estimated_Annual_Income,Days_Since_Quote,Policy_Start_Month,Purchased_Coverage_Bundle
USR_035798,0,2017,4,24,0,1,1,0.0,0,ITA,0,0,0,0,195.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,31027.05,56,May,2
USR_035799,0,2015,35,27,0,1,2,0.0,0,PRT,0,0,0,1,240.0,,0,1,2,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,59608.7,9,December,2
USR_035800,1,2017,21,24,0,4,2,1.0,0,PRT,0,0,0,0,8.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,117588.56,84,September,1
USR_035801,0,2017,6,9,2,7,2,0.0,0,BRA,0,0,0,0,14.0,,0,1,0,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,36376.65,133,June,3
USR_035802,0,2016,17,19,0,4,2,0.0,0,IRL,0,0,0,0,8.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,23038.89,37,August,4
USR_035803,1,2017,20,20,2,1,2,0.0,0,PRT,0,0,0,0,229.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Affiliate_Group,Monthly_EFT,Self_Employed,27635.36,76,September,2
USR_035804,0,2015,41,6,1,5,2,0.0,0,PRT,0,0,0,0,171.0,,0,1,0,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,16397.68,30,February,2
USR_035805,0,2016,37,9,1,2,2,0.0,0,ESP,0,0,0,1,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,42749.33,70,January,2
USR_035806,0,2015,45,5,0,3,2,0.0,0,FRA,0,0,0,0,28.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,18227.82,38,March,4
USR_035807,1,2017,8,22,0,3,2,0.0,0,PRT,0,0,0,0,,,0,0,0,National_Corporate,Tier_1_High_Ded,Affiliate_Group,Monthly_EFT,Self_Employed,15065.79,10,June,2
USR_035808,0,2015,28,11,2,2,2,0.0,0,CZE,0,0,0,1,240.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,44017.63,43,November,3
USR_035809,0,2017,18,4,2,3,2,0.0,0,IRL,0,0,0,0,177.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,22073.15,99,September,4
USR_035810,0,2016,14,1,1,2,2,0.0,0,PRT,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,34953.76,63,August,2
USR_035811,1,2016,31,30,4,6,3,0.0,0,RUS,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,48199.96,80,November,4
USR_035812,1,2016,36,31,0,3,1,0.0,0,CHN,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,33236.2,34,December,2
USR_035813,1,2017,30,26,2,4,1,0.0,0,ESP,0,0,0,0,240.0,,0,0,0,National_Corporate,Tier_2_Mid_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,71843.01,16,November,2
USR_035814,1,2017,19,7,2,2,1,0.0,0,PRT,0,0,0,0,27.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,32018.03,73,September,2
USR_035815,1,2016,12,18,0,2,2,2.0,0,PRT,0,0,0,0,240.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,33942.95,18,July,1
USR_035816,0,2017,14,2,2,2,2,0.0,0,GBR,0,0,0,0,40.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,13148.56,3,August,2
USR_035817,1,2016,29,10,2,1,1,0.0,0,CZE,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,53772.04,9,November,2
USR_035818,0,2016,43,21,0,1,2,0.0,0,PRT,0,0,0,0,9.0,,0,1,1,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,39773.08,4,February,2
USR_035819,0,2016,46,11,0,2,3,0.0,0,GBR,0,0,0,0,28.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,33024.38,43,March,2
USR_035820,0,2016,11,7,1,0,2,0.0,0,PRT,0,0,0,0,250.0,,0,0,1,National_Corporate,Tier_2_Mid_Ded,Direct_Website,Monthly_EFT,Unemployed,42207.48,0,July,7
USR_035821,0,2016,30,17,2,0,2,0.0,0,GBR,0,0,0,0,14.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,29549.08,256,November,0
USR_035822,0,2016,46,11,0,2,2,0.0,0,GBR,0,0,0,0,85.0,,0,0,0,Urban_Boutique,Tier_4_Zero_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,22289.87,47,March,2
USR_035823,0,2016,51,12,1,3,1,0.0,0,NLD,0,0,0,0,,193.0,0,0,0,National_Corporate,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,11644.85,6,April,2
USR_035824,0,2016,23,29,1,0,2,0.0,0,PRT,0,0,0,0,9.0,,0,0,2,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,37958.62,22,September,2
USR_035825,0,2015,43,20,0,5,2,0.0,0,IRL,0,0,0,0,7.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,35132.76,5,February,2
USR_035826,1,2017,2,12,0,2,2,0.0,0,PRT,0,0,0,0,1.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Affiliate_Group,Annual_Upfront,Employed_FullTime,24552.88,514,May,2
USR_035827,0,2015,37,8,0,4,2,2.0,0,PRT,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Contractor,63311.93,0,January,7
USR_035828,0,2016,28,4,3,6,2,1.0,0,ROU,0,0,0,0,69.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,26347.95,186,November,4
USR_035829,1,2017,30,26,1,4,2,0.0,0,ITA,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,46010.09,147,November,2
USR_035830,0,2015,38,14,1,0,2,0.0,0,PRT,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Contractor,39551.68,5,January,2
USR_035831,0,2016,47,14,1,3,2,0.0,0,POL,0,0,0,0,83.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,33040.19,45,March,4
USR_035832,1,2017,20,18,2,5,2,0.0,0,GBR,0,0,0,0,240.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,29907.6,242,September,3
USR_035833,1,2016,39,24,1,1,2,0.0,0,CZE,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,44375.92,115,January,2
USR_035834,1,2015,49,5,2,1,2,0.0,0,PRT,1,1,0,0,10.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,24208.58,19,April,2
USR_035835,0,2016,17,20,0,3,2,0.0,0,FRA,0,0,0,0,7.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,38923.97,4,August,4
USR_035836,1,2017,9,26,2,2,2,0.0,0,DEU,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,37571.73,16,June,4
USR_035837,0,2016,34,20,2,5,2,0.0,0,PRT,1,0,1,0,,,0,0,2,National_Corporate,Tier_3_Low_Ded,Direct_Website,Monthly_EFT,Self_Employed,87667.13,22,December,4
USR_035838,1,2017,23,6,0,2,2,0.0,0,PRT,0,0,0,0,,115.0,0,0,0,Urban_Boutique,Tier_1_High_Ded,Corporate_Partner,Monthly_EFT,Employed_FullTime,45733.37,0,October,2
USR_035839,0,2015,31,28,0,4,2,0.0,0,ESP,0,0,0,0,177.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,40756.98,29,November,2
USR_035840,0,2015,39,22,0,3,2,0.0,0,PRT,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,44660.35,0,January,2
USR_035841,0,2016,41,8,2,2,0,2.0,0,CHE,0,0,0,0,9.0,,0,0,3,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,36839.91,95,February,0
USR_035842,0,2017,6,9,2,3,2,0.0,0,CHN,0,0,0,0,9.0,,0,0,3,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,24914.52,0,June,2
USR_035843,0,2015,49,1,0,1,2,0.0,0,PRT,0,0,0,0,,,0,1,0,National_Corporate,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,19641.18,9,April,3
USR_035844,1,2016,44,23,2,2,2,0.0,0,GBR,0,0,0,0,240.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,20745.82,51,February,2
USR_035845,0,2016,17,21,1,3,2,0.0,0,IRL,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,41723.49,52,August,2
USR_035846,0,2017,22,31,0,3,2,0.0,0,CHE,0,0,0,0,9.0,,0,0,2,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,52409.67,77,September,2
USR_035847,0,2017,32,10,0,1,2,0.0,0,PRT,0,0,0,0,,,0,0,1,National_Corporate,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,62730.27,11,December,4
USR_035848,1,2016,29,11,1,4,2,2.0,0,PRT,0,0,0,0,,,0,0,0,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,61038.66,16,November,6
USR_035849,0,2016,30,19,2,5,2,0.0,0,ROU,0,0,0,0,240.0,,0,0,2,National_Corporate,Tier_2_Mid_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,64853.34,141,November,3
USR_035850,1,2015,27,4,2,2,2,0.0,0,PRT,0,1,0,0,1.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Affiliate_Group,Annual_Upfront,Self_Employed,18599.16,256,November,2
USR_035851,0,2016,12,18,1,2,3,0.0,0,PRT,0,0,0,0,242.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,29936.96,80,July,1
USR_035852,0,2017,3,16,1,2,1,0.0,0,ESP,0,0,0,0,,,0,0,0,National_Corporate,,Affiliate_Group,Monthly_EFT,Self_Employed,17304.48,33,May,2
USR_035853,0,2017,2,9,1,1,1,0.0,0,PRT,1,0,8,0,,40.0,0,0,1,Urban_Boutique,Tier_1_High_Ded,Corporate_Partner,Monthly_EFT,Employed_FullTime,21982.1,8,May,2
USR_035854,0,2016,33,8,1,2,2,0.0,0,PRT,0,0,0,0,241.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,54471.11,140,December,2
USR_035855,0,2017,7,16,0,3,2,0.0,0,FRA,0,0,0,0,14.0,,0,0,2,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,30472.1,39,June,4
USR_035856,0,2017,1,7,0,1,2,0.0,0,BRA,0,0,0,0,240.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Self_Employed,14644.68,77,May,2
USR_035857,1,2016,16,14,0,2,2,0.0,0,CHE,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_2_Mid_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,51209.82,30,August,4
USR_035858,0,2016,27,2,0,1,2,1.0,0,PRT,1,0,3,0,,45.0,0,0,1,Urban_Boutique,Tier_1_High_Ded,,Monthly_EFT,Employed_FullTime,0.0,7,November,0
USR_035859,0,2016,1,2,0,1,2,0.0,0,PRT,0,0,0,0,240.0,,0,1,2,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,22218.35,26,May,4
USR_035860,1,2017,32,12,2,1,2,0.0,0,PRT,0,0,0,0,240.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,91082.95,119,December,4
USR_035861,0,2016,3,16,0,1,2,0.0,0,PRT,0,0,0,0,,,0,0,1,National_Corporate,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,16641.39,5,May,2
USR_035862,0,2015,37,11,0,1,1,0.0,0,PRT,0,0,0,0,39.0,,48,0,0,Urban_Boutique,Tier_2_Mid_Ded,Local_Broker,Monthly_EFT,Self_Employed,24852.11,44,January,2
USR_035863,0,2017,28,9,2,1,2,0.0,0,BEL,0,0,0,0,14.0,,0,0,2,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Self_Employed,34340.58,132,November,2
USR_035864,1,2015,28,11,2,2,2,0.0,0,PRT,0,2,0,0,240.0,,0,0,1,National_Corporate,Tier_2_Mid_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,13676.22,251,November,4
USR_035865,0,2016,39,19,2,5,2,0.0,0,GBR,0,0,0,0,243.0,,0,0,0,National_Corporate,Tier_2_Mid_Ded,Local_Broker,Monthly_EFT,Contractor,31778.48,197,January,4
USR_035866,0,2017,7,12,2,4,3,0.0,0,DNK,0,0,0,2,9.0,,0,0,2,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,41415.53,64,June,4
USR_035867,0,2016,17,23,2,1,2,0.0,0,PRT,0,0,0,0,24.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Self_Employed,33887.53,41,August,2
USR_035868,0,2016,52,22,2,3,2,0.0,0,ITA,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,34320.6,42,April,2
USR_035869,0,2016,32,2,0,1,2,1.0,0,USA,0,0,0,0,8.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,48514.36,25,December,2
USR_035870,0,2016,18,29,2,2,2,1.0,0,ITA,0,0,0,0,9.0,,0,0,2,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,51136.18,33,August,2
USR_035871,1,2016,33,8,1,3,2,0.0,0,CHE,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,36219.01,144,December,2
USR_035872,0,2016,10,4,0,2,2,0.0,0,PRT,0,0,0,0,240.0,,0,0,2,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,18338.96,42,July,2
USR_035873,0,2016,39,22,0,3,3,0.0,0,BRA,0,0,0,0,9.0,,0,0,2,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,56978.32,133,January,4
USR_035874,0,2015,40,27,2,0,1,0.0,0,IRL,0,0,0,1,1.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Affiliate_Group,Monthly_EFT,Self_Employed,65453.32,7,January,2
USR_035875,1,2015,38,15,1,5,2,0.0,0,PRT,0,25,0,0,252.0,,0,0,0,National_Corporate,Tier_3_Low_Ded,Affiliate_Group,Annual_Upfront,Employed_FullTime,15086.44,203,January,2
USR_035876,1,2017,28,10,1,2,1,0.0,0,AUS,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,37682.78,37,November,2
USR_035877,0,2016,29,13,2,4,2,0.0,0,FRA,0,0,0,0,42.0,,0,0,0,Urban_Boutique,Tier_2_Mid_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,29728.56,104,November,2
USR_035878,0,2016,28,7,2,5,2,0.0,0,GBR,0,0,0,0,143.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Contractor,25310.35,156,November,4
USR_035879,0,2017,22,1,1,3,2,0.0,0,FRA,0,0,0,1,250.0,,0,1,0,National_Corporate,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,51127.62,107,October,3
USR_035880,0,2016,38,15,2,3,2,0.0,0,GBR,0,0,0,1,,223.0,0,0,0,National_Corporate,Tier_1_High_Ded,Affiliate_Group,Monthly_EFT,Self_Employed,24770.26,294,January,2
USR_035881,0,2017,21,24,0,1,1,0.0,0,PRT,0,0,0,0,146.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,17699.91,13,September,2
USR_035882,0,2015,32,4,2,8,2,0.0,0,RUS,0,0,0,1,250.0,,0,0,1,National_Corporate,Tier_2_Mid_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,62705.46,61,December,4
USR_035883,0,2016,15,3,2,0,2,0.0,0,USA,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,28174.33,1,August,2
USR_035884,0,2017,19,7,2,2,2,0.0,0,PRT,0,0,0,0,241.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,29390.6,26,September,4
USR_035885,1,2016,22,26,0,2,2,0.0,0,FRA,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,43393.61,66,September,4
USR_035886,0,2016,43,21,0,1,2,0.0,0,BRA,0,0,0,1,9.0,,0,1,3,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,54418.04,140,February,2
USR_035887,0,2016,45,2,0,4,2,0.0,0,FRA,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,46499.45,10,March,4
USR_035888,1,2017,16,18,0,5,2,0.0,0,USA,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,48956.78,79,August,4
USR_035889,0,2016,10,28,2,2,2,0.0,0,MAR,0,0,0,2,134.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Self_Employed,29498.66,8,June,2
USR_035890,0,2016,9,21,3,5,2,0.0,0,NLD,0,0,0,0,240.0,,0,1,1,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,17691.14,38,June,3
USR_035891,1,2017,22,29,1,2,2,2.0,0,GBR,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,84451.63,38,September,7
USR_035892,0,2016,47,17,1,3,2,0.0,0,ESP,0,0,0,0,240.0,,0,1,3,National_Corporate,Tier_2_Mid_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,38302.5,0,March,3
USR_035893,0,2016,53,26,1,3,3,0.0,0,ESP,0,0,0,0,9.0,,0,0,3,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,51371.41,81,April,4
USR_035894,0,2016,5,26,0,2,1,0.0,0,ITA,0,0,0,0,91.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Corporate_Partner,Monthly_EFT,Employed_FullTime,28144.5,14,May,2
USR_035895,0,2016,6,4,2,4,2,0.0,0,ITA,0,0,0,0,9.0,,0,1,1,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,27019.52,1,June,2
USR_035896,0,2015,31,1,2,5,2,0.0,0,ESP,0,0,0,0,240.0,,0,0,2,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,57412.84,11,December,2
USR_035897,1,2016,13,24,0,2,2,0.0,0,ESP,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,47220.69,33,July,4
USR_035898,0,2017,24,17,0,1,2,2.0,0,PRT,0,0,0,0,,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Self_Employed,102425.43,0,October,1
USR_035899,0,2015,47,21,0,1,2,0.0,0,PRT,0,0,0,0,,342.0,0,0,0,National_Corporate,Tier_1_High_Ded,Corporate_Partner,Monthly_EFT,Self_Employed,10796.51,17,March,2
USR_035900,1,2016,25,12,2,1,2,0.0,0,ESP,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,38342.41,2,October,2
USR_035901,0,2016,9,26,2,7,2,0.0,0,GBR,0,0,0,0,115.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,9537.04,64,June,2
USR_035902,0,2015,33,10,1,5,2,0.0,0,PRT,0,0,0,0,9.0,,0,0,2,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Contractor,28774.88,0,December,2
USR_035903,0,2016,12,15,0,3,1,0.0,0,PRT,0,0,0,0,,,0,0,0,National_Corporate,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,15982.58,4,July,2
USR_035904,0,2016,11,7,1,3,1,0.0,0,DZA,0,0,0,1,12.0,,0,0,0,Urban_Boutique,Tier_2_Mid_Ded,Local_Broker,Monthly_EFT,Self_Employed,32625.99,0,July,2
USR_035905,1,2017,27,6,0,3,2,0.0,0,DEU,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,41235.07,191,November,4
USR_035906,0,2015,40,2,2,5,2,0.0,0,NLD,0,0,0,1,71.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,22088.92,58,February,4
USR_035907,0,2015,50,11,0,2,2,0.0,0,FRA,0,0,0,1,,,0,0,0,National_Corporate,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,18395.98,0,April,4
USR_035908,0,2016,32,1,1,5,3,0.0,0,ESP,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,43519.92,127,December,4
USR_035909,1,2016,10,28,2,1,1,0.0,0,PRT,0,0,0,0,134.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Self_Employed,18851.01,108,June,2
USR_035910,0,2017,18,3,0,3,2,0.0,0,FRA,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,47200.72,2,September,2
USR_035911,0,2016,15,7,1,3,2,0.0,0,CHE,0,0,0,0,8.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,29452.59,65,August,2
USR_035912,0,2016,30,23,0,1,2,0.0,0,USA,0,0,0,0,152.0,,0,0,0,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,30162.79,0,November,2
USR_035913,0,2016,15,5,0,1,2,0.0,0,TWN,0,0,0,0,14.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,36336.96,116,August,2
USR_035914,0,2016,36,1,2,3,2,0.0,0,AUS,0,0,0,0,250.0,,0,0,2,National_Corporate,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,30380.36,237,January,3
USR_035915,0,2015,51,17,0,1,1,0.0,0,,0,0,1,0,177.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,8765.25,0,April,2
USR_035916,0,2015,41,9,0,2,1,0.0,0,PRT,0,0,0,0,12.0,,50,0,0,Urban_Boutique,Tier_2_Mid_Ded,Local_Broker,Monthly_EFT,Self_Employed,37572.23,63,February,4
USR_035917,1,2016,23,1,0,3,2,0.0,0,PRT,0,0,0,0,240.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,35483.98,41,October,2
USR_035918,0,2016,12,17,0,1,2,0.0,0,PRT,0,0,0,0,7.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,35518.46,7,July,4
USR_035919,1,2015,50,7,1,1,2,0.0,0,PRT,0,0,0,0,36.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,15162.93,38,April,4
USR_035920,1,2017,19,13,2,1,2,0.0,0,PRT,0,0,0,1,250.0,,0,0,1,National_Corporate,Tier_2_Mid_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,35775.97,12,September,2
USR_035921,1,2016,19,1,2,1,3,0.0,0,GBR,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,42871.79,91,September,2
USR_035922,1,2016,27,30,2,8,2,1.0,0,PRT,0,0,0,0,240.0,,0,0,2,National_Corporate,Tier_2_Mid_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,53185.14,196,October,2
USR_035923,0,2015,52,22,2,5,2,0.0,0,PRT,0,0,0,0,314.0,,0,0,1,National_Corporate,Tier_2_Mid_Ded,Local_Broker,Monthly_EFT,Self_Employed,22195.78,131,April,2
USR_035924,0,2017,14,5,2,4,1,0.0,0,GBR,0,0,0,2,,223.0,0,0,0,National_Corporate,Tier_1_High_Ded,Affiliate_Group,Monthly_EFT,Self_Employed,16920.24,142,August,2
USR_035925,0,2016,15,6,0,4,2,0.0,0,DEU,0,0,0,0,7.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,27587.3,85,August,4
